dimension_id,indicator,value,table_id
4c18bd9d-de29-4dd7-b4df-88fa4fb9abea,AI risk/ethics officer (Don't know),1 (3.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
563c6257-5623-4db8-856b-0ab924e09153,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
b505881d-c11f-417a-a014-82fe2a13b636,AI risk/ethics officer (Don't know),1 (3.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
0707d46f-898c-4956-aa81-35912c756883,AI risk/ethics officer (Don't know),2 (6.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
ed6a9077-91de-4a9b-b1fc-dcf4f7827913,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
e36dfef9-8410-4b0f-adbe-e43a1509dec4,AI risk/ethics officer (Don't know),1 (3.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
5e0a99a9-59f1-408c-9bb2-7938e11f9f69,AI risk/ethics officer (Don't know),1 (3.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
56c61992-6bdc-4bd4-8cf9-0346b63ac39e,AI risk/ethics officer (Don't know),2 (6.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
796cd881-370d-4c6d-a6c6-960669343f60,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
1ce40589-86dd-49be-89f3-b9b5d8aff9df,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
1086638a-13b1-48ce-b788-0daaa77e7b90,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
4f434446-ba78-4ae6-9c30-1e27f052c1cd,AI risk/ethics officer (Don't know),2 (6.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
ea33b759-b79f-4ded-9403-12d61ad7c2ae,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
17b112d6-0619-446c-8871-a0e9f5a5d1ca,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
b4381151-a17c-4b45-b63d-2624a8aa8824,AI risk/ethics officer (Don't know),1 (3.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
563bc850-45e8-4783-b37c-2e6cbcb6836d,AI risk/ethics officer (Don't know),3 (10.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
806b5fe1-909d-4192-bf08-a5514cf04a45,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
85243be2-b683-4ccc-b86e-527a097279e2,AI risk/ethics officer (Don't know),2 (6.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
b263595c-4a04-499b-b9a9-705ed17bcc6e,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
003f5891-86e3-4244-b82a-e4a13ca5739b,AI risk/ethics officer (Don't know),2 (6.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
8c8152bb-53e0-4004-930e-ebca69fb7e0c,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
9dd4c675-0d9c-4c39-8468-d88766302e7a,AI risk/ethics officer (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
72dcb8c1-9d24-44a8-902b-0c44b74db9c1,AI risk/ethics officer (Don't know),1 (3.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
30fe8b6e-90fb-4b3f-b1bd-47cfbb9dd808,AI risk/ethics officer (Don't know),1 (3.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
4c18bd9d-de29-4dd7-b4df-88fa4fb9abea,AI risk/ethics officer (No),19 (63.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
563c6257-5623-4db8-856b-0ab924e09153,AI risk/ethics officer (No),13 (43.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
b505881d-c11f-417a-a014-82fe2a13b636,AI risk/ethics officer (No),16 (53.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
0707d46f-898c-4956-aa81-35912c756883,AI risk/ethics officer (No),21 (70.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
ed6a9077-91de-4a9b-b1fc-dcf4f7827913,AI risk/ethics officer (No),19 (63.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
e36dfef9-8410-4b0f-adbe-e43a1509dec4,AI risk/ethics officer (No),13 (43.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
5e0a99a9-59f1-408c-9bb2-7938e11f9f69,AI risk/ethics officer (No),12 (40.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
56c61992-6bdc-4bd4-8cf9-0346b63ac39e,AI risk/ethics officer (No),16 (53.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
796cd881-370d-4c6d-a6c6-960669343f60,AI risk/ethics officer (No),15 (50.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
1ce40589-86dd-49be-89f3-b9b5d8aff9df,AI risk/ethics officer (No),11 (36.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
1086638a-13b1-48ce-b788-0daaa77e7b90,AI risk/ethics officer (No),12 (40.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
4f434446-ba78-4ae6-9c30-1e27f052c1cd,AI risk/ethics officer (No),10 (33.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
ea33b759-b79f-4ded-9403-12d61ad7c2ae,AI risk/ethics officer (No),19 (63.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
17b112d6-0619-446c-8871-a0e9f5a5d1ca,AI risk/ethics officer (No),16 (53.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
b4381151-a17c-4b45-b63d-2624a8aa8824,AI risk/ethics officer (No),13 (43.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
563bc850-45e8-4783-b37c-2e6cbcb6836d,AI risk/ethics officer (No),17 (56.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
806b5fe1-909d-4192-bf08-a5514cf04a45,AI risk/ethics officer (No),18 (60.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
85243be2-b683-4ccc-b86e-527a097279e2,AI risk/ethics officer (No),8 (26.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
b263595c-4a04-499b-b9a9-705ed17bcc6e,AI risk/ethics officer (No),18 (60.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
003f5891-86e3-4244-b82a-e4a13ca5739b,AI risk/ethics officer (No),11 (36.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
8c8152bb-53e0-4004-930e-ebca69fb7e0c,AI risk/ethics officer (No),22 (73.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
9dd4c675-0d9c-4c39-8468-d88766302e7a,AI risk/ethics officer (No),19 (63.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
72dcb8c1-9d24-44a8-902b-0c44b74db9c1,AI risk/ethics officer (No),18 (60.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
30fe8b6e-90fb-4b3f-b1bd-47cfbb9dd808,AI risk/ethics officer (No),14 (46.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
4c18bd9d-de29-4dd7-b4df-88fa4fb9abea,AI risk/ethics officer (Yes),10 (33.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
563c6257-5623-4db8-856b-0ab924e09153,AI risk/ethics officer (Yes),17 (56.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
b505881d-c11f-417a-a014-82fe2a13b636,AI risk/ethics officer (Yes),13 (43.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
0707d46f-898c-4956-aa81-35912c756883,AI risk/ethics officer (Yes),7 (23.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
ed6a9077-91de-4a9b-b1fc-dcf4f7827913,AI risk/ethics officer (Yes),11 (36.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
e36dfef9-8410-4b0f-adbe-e43a1509dec4,AI risk/ethics officer (Yes),16 (53.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
5e0a99a9-59f1-408c-9bb2-7938e11f9f69,AI risk/ethics officer (Yes),17 (56.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
56c61992-6bdc-4bd4-8cf9-0346b63ac39e,AI risk/ethics officer (Yes),12 (40.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
796cd881-370d-4c6d-a6c6-960669343f60,AI risk/ethics officer (Yes),15 (50.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
1ce40589-86dd-49be-89f3-b9b5d8aff9df,AI risk/ethics officer (Yes),19 (63.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
1086638a-13b1-48ce-b788-0daaa77e7b90,AI risk/ethics officer (Yes),18 (60.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
4f434446-ba78-4ae6-9c30-1e27f052c1cd,AI risk/ethics officer (Yes),18 (60.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
ea33b759-b79f-4ded-9403-12d61ad7c2ae,AI risk/ethics officer (Yes),11 (36.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
17b112d6-0619-446c-8871-a0e9f5a5d1ca,AI risk/ethics officer (Yes),14 (46.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
b4381151-a17c-4b45-b63d-2624a8aa8824,AI risk/ethics officer (Yes),16 (53.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
563bc850-45e8-4783-b37c-2e6cbcb6836d,AI risk/ethics officer (Yes),10 (33.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
806b5fe1-909d-4192-bf08-a5514cf04a45,AI risk/ethics officer (Yes),12 (40.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
85243be2-b683-4ccc-b86e-527a097279e2,AI risk/ethics officer (Yes),20 (66.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
b263595c-4a04-499b-b9a9-705ed17bcc6e,AI risk/ethics officer (Yes),12 (40.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
003f5891-86e3-4244-b82a-e4a13ca5739b,AI risk/ethics officer (Yes),17 (56.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
8c8152bb-53e0-4004-930e-ebca69fb7e0c,AI risk/ethics officer (Yes),8 (26.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
9dd4c675-0d9c-4c39-8468-d88766302e7a,AI risk/ethics officer (Yes),11 (36.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
72dcb8c1-9d24-44a8-902b-0c44b74db9c1,AI risk/ethics officer (Yes),11 (36.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
30fe8b6e-90fb-4b3f-b1bd-47cfbb9dd808,AI risk/ethics officer (Yes),15 (50.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
4c18bd9d-de29-4dd7-b4df-88fa4fb9abea,Other AI role (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
563c6257-5623-4db8-856b-0ab924e09153,Other AI role (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
b505881d-c11f-417a-a014-82fe2a13b636,Other AI role (Don't know),4 (13.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
0707d46f-898c-4956-aa81-35912c756883,Other AI role (Don't know),3 (10.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
ed6a9077-91de-4a9b-b1fc-dcf4f7827913,Other AI role (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
e36dfef9-8410-4b0f-adbe-e43a1509dec4,Other AI role (Don't know),3 (10.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
5e0a99a9-59f1-408c-9bb2-7938e11f9f69,Other AI role (Don't know),2 (6.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
56c61992-6bdc-4bd4-8cf9-0346b63ac39e,Other AI role (Don't know),5 (16.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
796cd881-370d-4c6d-a6c6-960669343f60,Other AI role (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
1ce40589-86dd-49be-89f3-b9b5d8aff9df,Other AI role (Don't know),0 (0.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
1086638a-13b1-48ce-b788-0daaa77e7b90,Other AI role (Don't know),2 (6.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
4f434446-ba78-4ae6-9c30-1e27f052c1cd,Other AI role (Don't know),4 (13.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
ea33b759-b79f-4ded-9403-12d61ad7c2ae,Other AI role (Don't know),1 (3.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
17b112d6-0619-446c-8871-a0e9f5a5d1ca,Other AI role (Don't know),1 (3.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
b4381151-a17c-4b45-b63d-2624a8aa8824,Other AI role (Don't know),3 (10.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
563bc850-45e8-4783-b37c-2e6cbcb6836d,Other AI role (Don't know),2 (6.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
806b5fe1-909d-4192-bf08-a5514cf04a45,Other AI role (Don't know),3 (10.0),35205f4c-635a-4d73-a796-0eb1ef73e41c
85243be2-b683-4ccc-b86e-527a097279e2,Other AI role (Don't know),4 (13.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
b263595c-4a04-499b-b9a9-705ed17bcc6e,Other AI role (Don't know),1 (3.3),35205f4c-635a-4d73-a796-0eb1ef73e41c
003f5891-86e3-4244-b82a-e4a13ca5739b,Other AI role (Don't know),2 (6.7),35205f4c-635a-4d73-a796-0eb1ef73e41c
