RespondentID,Region,Department,Employment_type,Age,UserLanguage,Sentiment_1,Sentiment_10,Sentiment_11,Sentiment_12,Sentiment_13,Sentiment_14,Sentiment_15,Sentiment_16,Sentiment_17,Sentiment_18,Sentiment_19,Sentiment_2,Sentiment_20,Sentiment_21,Sentiment_22,Sentiment_23,Sentiment_24,Sentiment_25,Sentiment_3,Sentiment_4,Sentiment_5,Sentiment_6,Sentiment_7,Sentiment_8,Sentiment_9
0008daca,Gelderland,HR,3-10 year,35-45,NL,1.0,1.3636363636363635,1.5454545454545454,1.3636363636363635,1.1818181818181819,1.0909090909090908,1.3636363636363635,1.5454545454545454,1.2727272727272727,1.2727272727272727,1.1818181818181819,1.0909090909090908,1.4545454545454546,1.4545454545454546,1.5454545454545454,1.5454545454545454,1.4545454545454546,1.7272727272727273,1.0,1.1818181818181819,1.0909090909090908,1.4545454545454546,1.1818181818181819,1.4545454545454546,1.2727272727272727
00240f72,Zuid-Holland,Procurement,10-20 year,35-45,NL,1.0,1.4545454545454546,1.2727272727272727,1.5454545454545454,1.2727272727272727,1.4545454545454546,1.3636363636363635,1.2727272727272727,1.1818181818181819,1.1818181818181819,1.1818181818181819,1.0909090909090908,1.2727272727272727,1.1818181818181819,1.1818181818181819,1.1818181818181819,1.3636363636363635,1.7272727272727273,1.0,1.0,1.1818181818181819,1.2727272727272727,1.0909090909090908,1.2727272727272727,1.3636363636363635
00252dd4,Flevoland,HR,3-10 year,25-35,NL,1.125,1.25,1.125,1.25,1.25,1.25,1.375,1.25,1.25,1.5,1.25,1.25,1.125,1.25,1.75,1.25,1.25,1.5,1.25,1.0,1.5,1.375,1.5,1.5,1.125
003bfba5,Limburg,Communication,>20 year,35-45,NL,1.0,1.6,1.4,1.8,1.4,1.0,1.4,1.2,1.0,1.2,1.4,1.6,1.2,1.0,1.2,1.2,1.2,1.4,1.0,1.2,1.4,1.4,1.6,1.4,1.2
006ee0b9,Gelderland,Klantenservice,10-20 year,35-45,NL,1.0,1.5,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.5,1.3333333333333333,1.3333333333333333,1.5,1.1666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.5,1.5,2.0,1.0,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.1666666666666667,1.3333333333333333
00905eb2,Noord-Holland,Data & Analytics,<3 year,45-55,NL,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667
00aa5f96,Limburg,Quality & Safety,>20 year,25-35,NL,1.0,1.6666666666666667,1.1666666666666667,1.5,1.3333333333333333,1.5,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.5,1.5,1.0,1.8333333333333333,1.0,1.6666666666666667,1.1666666666666667,1.0,1.5,1.3333333333333333,1.0,1.1666666666666667,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.5
00aa6419,Utrecht,Klantenservice,<3 year,35-45,NL,1.0,1.5,1.25,1.625,1.375,1.625,1.0,1.125,1.25,1.375,1.25,1.5,1.5,1.125,1.5,1.5,1.375,1.75,1.0,1.0,1.125,1.75,1.25,1.25,1.625
00eb413e,Gelderland,Maintenance & Management,3-10 year,55+,NL,1.0,1.5,1.75,1.25,1.25,1.0,1.0,1.5,1.5,1.25,1.0,1.0,1.0,1.0,1.5,1.75,1.5,2.25,1.0,1.25,1.0,1.5,1.5,1.25,1.5
00f1b731,Zuid-Holland,Procurement,3-10 year,25-35,NL,1.0,1.4,1.2,1.4,1.0,1.6,1.2,1.4,1.0,1.2,1.4,1.0,1.0,1.2,1.4,1.2,1.2,2.0,1.0,1.0,1.4,1.0,1.0,1.8,1.2
00faa9cb,Zuid-Holland,ICT,10-20 year,35-45,NL,1.1666666666666667,1.1666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.5,1.1666666666666667,1.5,1.1666666666666667,1.5,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.5,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.5,1.6666666666666667
00fe1b23,Zuid-Holland,Communication,3-10 year,45-55,NL,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
01093bd8,Utrecht,Data & Analytics,<3 year,45-55,NL,1.1111111111111112,1.3333333333333333,1.6666666666666667,1.4444444444444444,1.0,1.1111111111111112,1.1111111111111112,1.6666666666666667,1.5555555555555556,1.6666666666666667,1.1111111111111112,1.4444444444444444,1.3333333333333333,1.2222222222222223,1.6666666666666667,1.5555555555555556,1.6666666666666667,1.8888888888888888,1.1111111111111112,1.3333333333333333,1.5555555555555556,1.1111111111111112,1.3333333333333333,1.4444444444444444,1.3333333333333333
01253a26,Utrecht,Procurement,>20 year,<25,NL,1.0,1.5,1.1666666666666667,1.3333333333333333,1.1666666666666667,1.5,1.3333333333333333,1.3333333333333333,1.5,1.0,1.1666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.8333333333333333,1.8333333333333333,1.5,1.8333333333333333,1.0,1.0,1.1666666666666667,1.5,1.0,1.5,1.1666666666666667
012b52f2,Friesland,Sustainability,>20 year,<25,NL,1.0,1.4,1.4,1.4,1.3,1.2,1.4,1.2,1.0,1.2,1.2,1.1,1.1,1.2,1.4,1.7,1.3,1.6,1.0,1.1,1.3,1.4,1.3,1.4,1.4
01373bcd,Drenthe,HR,10-20 year,35-45,NL,1.0,1.75,1.5,1.25,1.5,1.25,1.0,1.0,1.25,1.0,1.0,1.0,1.25,1.25,2.0,1.0,1.75,1.5,1.0,1.25,1.0,1.25,1.25,1.75,1.25
0167cbd5,Flevoland,Strategy & Innovation,>20 year,45-55,NL,1.0909090909090908,1.2727272727272727,1.1818181818181819,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.5454545454545454,1.2727272727272727,1.3636363636363635,1.1818181818181819,1.2727272727272727,1.1818181818181819,1.1818181818181819,1.2727272727272727,1.6363636363636365,1.4545454545454546,1.0909090909090908,1.7272727272727273,1.0,1.1818181818181819,1.3636363636363635,1.4545454545454546,1.4545454545454546,1.3636363636363635,1.2727272727272727
0189eda6,Limburg,Marketing,10-20 year,55+,NL,1.0,1.0,1.0,1.4285714285714286,1.1428571428571428,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.1428571428571428,1.2857142857142858,1.1428571428571428,1.5714285714285714,1.2857142857142858,1.2857142857142858,1.5714285714285714,1.2857142857142858,1.2857142857142858,1.0,1.4285714285714286,1.7142857142857142,1.5714285714285714,1.1428571428571428,1.4285714285714286,1.1428571428571428
018a29b4,Overijssel,Klantenservice,3-10 year,45-55,NL,1.0,1.2222222222222223,1.2222222222222223,1.4444444444444444,1.2222222222222223,1.5555555555555556,1.2222222222222223,1.1111111111111112,1.3333333333333333,1.1111111111111112,1.1111111111111112,1.2222222222222223,1.3333333333333333,1.2222222222222223,1.5555555555555556,1.4444444444444444,1.3333333333333333,1.5555555555555556,1.2222222222222223,1.2222222222222223,1.4444444444444444,1.5555555555555556,1.1111111111111112,1.6666666666666667,1.1111111111111112
01cbbd0f,Friesland,Sales,10-20 year,25-35,NL,1.1875,1.4375,1.5625,1.3125,1.375,1.5,1.3125,1.125,1.0625,1.125,1.125,1.0625,1.0625,1.3125,1.3125,1.625,1.25,1.5625,1.0625,1.125,1.4375,1.5625,1.25,1.75,1.4375
01d6161c,Gelderland,Data & Analytics,3-10 year,<25,NL,1.0,1.5,1.75,1.25,1.5,1.5,1.0,1.25,1.5,1.0,1.0,1.0,1.0,1.5,1.75,1.5,1.5,1.75,1.25,1.0,1.25,1.5,1.25,1.5,1.75
01e41306,Utrecht,Supply Chain,10-20 year,25-35,NL,1.25,1.5,1.25,1.0,1.0,1.0,1.0,1.5,1.5,1.25,1.25,1.25,1.5,1.5,2.0,2.0,1.75,2.25,1.25,1.0,1.25,1.75,1.5,2.0,1.75
01eac7e4,Noord-Holland,Research & Development,>20 year,25-35,NL,1.0,1.1666666666666667,1.5,1.6666666666666667,1.1666666666666667,1.1666666666666667,1.6666666666666667,1.1666666666666667,1.1666666666666667,1.0,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.3333333333333333,1.5,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.1666666666666667,1.0,1.0,1.0,1.1666666666666667,1.3333333333333333
020d9b8a,Utrecht,Klantenservice,>20 year,35-45,NL,1.0,1.4,1.4,1.2,1.0,1.6,1.4,1.8,1.4,1.2,1.6,1.0,1.4,1.2,1.6,1.4,1.4,1.4,1.0,1.0,1.4,1.4,1.2,1.2,1.2
021f120d,Zuid-Holland,ICT,>20 year,25-35,NL,1.125,1.375,1.0,1.5,1.25,1.5,1.25,1.375,1.125,1.125,1.25,1.25,1.5,1.375,1.5,2.125,1.375,1.75,1.125,1.125,1.25,1.25,1.25,1.625,1.125
022dd75c,Zeeland,Maintenance & Management,3-10 year,35-45,NL,1.0,1.1666666666666667,1.3333333333333333,1.0,1.1666666666666667,1.5,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.0,1.1666666666666667,1.0,2.0,1.3333333333333333,1.5,1.5,1.0,1.0,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.5,1.5
02574aa8,Zuid-Holland,HR,10-20 year,<25,NL,1.0,1.4285714285714286,1.1428571428571428,1.1428571428571428,1.1428571428571428,1.2857142857142858,1.2857142857142858,1.4285714285714286,1.2857142857142858,1.1428571428571428,1.2857142857142858,1.2857142857142858,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.7142857142857142,1.1428571428571428,1.1428571428571428,1.7142857142857142,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.2857142857142858
027a2717,Flevoland,Quality & Safety,>20 year,25-35,NL,1.0,1.4,1.8,1.3,1.1,1.3,1.3,1.1,1.4,1.2,1.2,1.1,1.2,1.2,1.4,1.5,1.1,1.5,1.0,1.1,1.3,1.4,1.1,1.3,1.3
02b4bd3e,Zuid-Holland,Sales,10-20 year,<25,NL,1.125,1.5,1.5,1.5,1.25,1.25,1.375,1.5,1.25,1.375,1.375,1.125,1.625,1.25,1.625,1.625,1.375,1.75,1.0,1.125,1.375,1.5,1.25,1.625,1.75
02f1dfeb,Zeeland,Data & Analytics,3-10 year,<25,NL,1.0,1.0,2.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0
02f81eb5,Noord-Holland,Klantenservice,3-10 year,35-45,NL,1.0,1.5714285714285714,1.4285714285714286,1.4285714285714286,1.2857142857142858,1.4285714285714286,1.7142857142857142,1.1428571428571428,1.4285714285714286,1.2857142857142858,1.1428571428571428,1.1428571428571428,1.2857142857142858,1.1428571428571428,1.4285714285714286,1.5714285714285714,1.1428571428571428,1.2857142857142858,1.0,1.1428571428571428,1.1428571428571428,1.2857142857142858,1.4285714285714286,1.4285714285714286,1.4285714285714286
030b2669,Friesland,Data & Analytics,3-10 year,25-35,NL,1.1111111111111112,1.1111111111111112,1.5555555555555556,1.2222222222222223,1.3333333333333333,1.4444444444444444,1.5555555555555556,1.2222222222222223,1.2222222222222223,1.3333333333333333,1.3333333333333333,1.1111111111111112,1.2222222222222223,1.0,1.1111111111111112,1.4444444444444444,1.2222222222222223,1.6666666666666667,1.1111111111111112,1.3333333333333333,1.1111111111111112,1.2222222222222223,1.1111111111111112,1.2222222222222223,1.4444444444444444
03159a2c,Zeeland,Strategy & Innovation,3-10 year,55+,NL,1.0,1.6666666666666667,1.5555555555555556,1.1111111111111112,1.5555555555555556,1.7777777777777777,1.1111111111111112,1.2222222222222223,1.1111111111111112,1.1111111111111112,1.2222222222222223,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.2222222222222223,1.5555555555555556,1.0,1.0,1.2222222222222223,1.3333333333333333,1.4444444444444444,1.5555555555555556,1.4444444444444444
0319de60,Gelderland,Sustainability,10-20 year,35-45,NL,1.0,1.25,1.0,1.25,1.25,1.25,1.75,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.0,1.5,1.0,1.5,1.0,1.0,1.25,1.5,1.0,1.25,1.5
031c52d9,Gelderland,Operations,<3 year,55+,NL,1.0,1.4,1.2,1.2,1.2,1.6,1.4,1.0,1.0,1.2,1.0,1.0,1.0,1.2,1.6,1.6,1.4,1.8,1.0,1.0,1.0,1.2,1.4,1.2,1.2
031e9622,Zuid-Holland,Finance,3-10 year,<25,NL,1.0,1.4,1.6,1.3,1.2,1.4,1.4,1.1,1.4,1.3,1.0,1.0,1.3,1.4,1.4,1.4,1.4,1.5,1.0,1.0,1.3,1.4,1.2,1.6,1.2
032a0b2f,Friesland,Finance,10-20 year,35-45,NL,1.0,1.4,1.6,1.6,1.4,1.0,1.2,1.2,1.2,1.0,1.2,1.0,1.6,1.2,1.2,1.6,1.2,1.4,1.2,1.0,1.0,1.4,1.4,1.6,1.0
032a8023,Zuid-Holland,Quality & Safety,>20 year,25-35,NL,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.0,1.3333333333333333,1.1666666666666667,1.6666666666666667,1.0,1.5,1.6666666666666667,1.3333333333333333,1.5,1.3333333333333333,1.8333333333333333,1.3333333333333333,1.1666666666666667,1.5,1.1666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.5,1.5
032bc7a4,Gelderland,Strategy & Innovation,<3 year,45-55,NL,1.0,1.4285714285714286,1.7142857142857142,1.4285714285714286,1.2857142857142858,1.1428571428571428,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.2857142857142858,1.0,1.0,1.1428571428571428,1.2857142857142858,2.0,1.5714285714285714,1.2857142857142858,1.7142857142857142,1.0,1.0,1.1428571428571428,1.7142857142857142,1.4285714285714286,1.8571428571428572,1.2857142857142858
032f2ab5,Overijssel,Strategy & Innovation,<3 year,55+,NL,1.1,1.7,1.3,1.5,1.2,1.2,1.2,1.3,1.3,1.4,1.3,1.0,1.3,1.3,1.6,1.5,1.4,1.7,1.0,1.1,1.3,1.1,1.0,1.4,1.4
0336f0d4,Gelderland,Finance,>20 year,35-45,NL,1.0,1.4,1.3,1.2,1.4,1.3,1.3,1.3,1.5,1.0,1.4,1.5,1.4,1.5,1.6,1.5,1.5,1.5,1.0,1.3,1.5,1.5,1.2,1.7,1.2
